Agency,Sub_contractor,Cluster,Site,Machines,Total_capacity_per_day,Total_waste_to_be_remediated,date,ticket_no,net_weight_calculated,_source_company
Saurashtra,Saurashtra,Kurnool,Kurnool,M1,1800,"67,308",17-06-2025,T0397,19710.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Kurnool,Kurnool,M1,1800,"67,308",17-06-2025,T0398,19290.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Kurnool,Kurnool,M1,1800,"67,308",17-06-2025,T0399,18710.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Kurnool,Kurnool,M1,1800,"67,308",17-06-2025,T0400,19860.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Kurnool,Kurnool,M1,1800,"67,308",17-06-2025,T0401,18450.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Kurnool,Kurnool,M1,1800,"67,308",17-06-2025,T0402,19520.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Kurnool,Kurnool,M1,1800,"67,308",17-06-2025,T0403,19940.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Kurnool,Kurnool,M1,1800,"67,308",17-06-2025,T0404,20060.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Kurnool,Kurnool,M1,1800,"67,308",17-06-2025,T0405,18890.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Kurnool,Kurnool,M1,1800,"67,308",17-06-2025,T0406,17770.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Kurnool,Kurnool,M1,1800,"67,308",17-06-2025,T0407,17620.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Kurnool,Kurnool,M1,1800,"67,308",17-06-2025,T0408,16670.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Kurnool,Kurnool,M1,1800,"67,308",17-06-2025,T0409,18880.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Kurnool,Kurnool,M1,1800,"67,308",17-06-2025,T0410,16800.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Kurnool,Kurnool,M1,1800,"67,308",17-06-2025,T0411,18330.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Kurnool,Kurnool,M1,1800,"67,308",17-06-2025,T0412,16780.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Kurnool,Kurnool,M1,1800,"67,308",17-06-2025,T0413,18450.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Kurnool,Kurnool,M1,1800,"67,308",17-06-2025,T0414,20350.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Kurnool,Kurnool,M1,1800,"67,308",17-06-2025,T0415,20100.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Kurnool,Kurnool,M1,1800,"67,308",16-06-2025,T0313,16690.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Kurnool,Kurnool,M1,1800,"67,308",16-06-2025,T0313,16690.0,Tharuni
Saurashtra,Saurashtra,Kurnool,Kurnool,M1,1800,"67,308",16-06-2025,T0313,16690.0,Tharuni
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",15-06-2025,T2004,10580.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",15-06-2025,T2006,9480.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",15-06-2025,T2007,12550.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",15-06-2025,T2008,10570.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",15-06-2025,T2009,12740.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",15-06-2025,T2010,10890.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",15-06-2025,T2011,10450.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",15-06-2025,T2012,10890.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",15-06-2025,T2013,12230.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",15-06-2025,T2014,12290.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",15-06-2025,T2015,7930.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",15-06-2025,T2016,8190.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",15-06-2025,T2017,8930.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",15-06-2025,T2018,9070.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",15-06-2025,T2019,9080.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",15-06-2025,T2020,8910.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",15-06-2025,T2021,8250.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",15-06-2025,T2022,8680.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",15-06-2025,T2023,10110.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",15-06-2025,T2024,8590.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2025,12420.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2026,9270.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2027,12560.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2028,11200.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2029,10580.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2030,11630.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2031,12020.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2032,11420.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2033,12420.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2034,11700.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2035,12100.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2036,11020.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2037,10710.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2005,11960.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2038,11480.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2039,12530.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2040,10790.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2041,12090.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2042,9460.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2043,10020.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2044,10830.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2045,11230.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2046,9200.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2047,11510.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2048,9240.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2049,10660.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2050,11490.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2051,9460.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2052,8830.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2053,11050.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2054,10460.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2055,10910.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2056,10970.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2057,11200.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2058,11010.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2059,11480.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2060,12130.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2061,12020.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2062,11880.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2063,11520.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2064,12520.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2065,10740.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2066,11310.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2067,9870.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2068,12120.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2069,11390.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2070,9040.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2071,10970.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2072,11100.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2073,12800.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2074,10930.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2075,9260.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2076,10100.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2077,10140.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2078,10820.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2079,11400.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2080,12210.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2081,9960.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2082,11030.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2083,10290.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2084,11480.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2085,11620.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2086,12390.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2087,11710.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2088,11580.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2089,11060.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2090,10990.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2091,11530.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2092,13650.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2093,12900.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2094,11200.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2095,10550.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2096,11360.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2097,12630.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2098,11680.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2099,10660.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2100,11180.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2101,9990.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2102,10310.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2103,11670.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2104,11640.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2105,11120.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2106,11000.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2107,10060.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2108,12350.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2109,380.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2110,11180.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2111,11180.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",16-06-2025,T2112,11690.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2113,11140.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2114,9230.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2115,10070.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2116,8930.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2117,8550.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2118,7440.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2119,9070.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2120,8850.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2121,10270.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2122,7360.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2123,8140.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2124,8550.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2125,7430.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2126,11020.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2127,8700.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2128,7440.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2129,10720.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2130,7530.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2131,7590.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2132,8100.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2133,5950.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2134,7610.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2135,11410.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2136,10250.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2137,10840.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2138,7660.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2139,9460.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2140,8290.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2141,11320.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2142,11140.0,Saurashtra Enviro Projects Pvt  Ltd 
Saurashtra,Saurashtra,Nandyal,Nandyal,M4,1800,"80,083",17-06-2025,T2143,10830.0,Saurashtra Enviro Projects Pvt  Ltd 
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",13-06-2025,T1805,17700.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",13-06-2025,T1811,14190.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",13-06-2025,T1812,20360.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",13-06-2025,T1813,18140.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",13-06-2025,T1814,18330.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",13-06-2025,T1815,17240.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",13-06-2025,T1816,16370.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",13-06-2025,T1817,14820.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",13-06-2025,T1818,19200.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",13-06-2025,T1819,16670.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",13-06-2025,T1820,19500.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",13-06-2025,T1821,17370.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1926,19340.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1928,14620.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1929,15850.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1930,18220.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1931,15290.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1932,15580.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1934,18940.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1935,18900.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1936,19690.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1937,19810.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1938,19030.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1939,18430.0,Tharuni
Tharuni,Tharuni,Chilakaluripet,Guntur,M13,900,"43,811",16-06-2025,T1940,16870.0,Tharuni
